date,map,result,kills,deaths,assists,hs,hs_percent,kd,kr,mvps,adr,first_kills,first_deaths,entry_count,entry_wins,rounds_played,overtime,match_duration_min,my_team_score,enemy_team_score,round_difference
2025-10-06 00:43:42,de_overpass,Win,15,19,6,7,47.0,0.79,0.75,2,93.4,7,3,10,7,20,False,32.1,7,13,-6
2025-10-05 03:26:50,de_dust2,Loss,1,16,5,0,0.0,0.06,0.06,0,34.9,0,4,4,0,16,False,26.2,3,13,-10
2025-10-05 03:00:31,de_train,Loss,7,13,0,2,29.0,0.54,0.54,0,68.8,1,3,4,1,13,False,20.0,0,13,-13
2025-10-05 01:12:49,de_overpass,Loss,15,18,4,6,40.0,0.83,0.71,2,90.9,6,5,11,6,21,False,35.2,8,13,-5
2025-10-05 00:06:31,de_train,Loss,16,19,4,9,56.0,0.84,0.7,1,75.3,3,2,5,3,23,False,39.9,10,13,-3
2025-10-04 23:26:52,de_dust2,Loss,14,14,3,5,36.0,1.0,0.7,2,69.6,1,4,5,1,20,False,32.9,13,7,6
2025-10-04 00:18:06,de_nuke,Loss,5,19,8,2,40.0,0.26,0.25,0,56.2,1,1,2,1,20,False,31.8,7,13,-6
2025-10-03 01:27:42,de_inferno,Win,25,13,3,16,64.0,1.92,1.14,5,119.1,2,0,2,2,22,False,29.9,13,9,4
2025-10-03 00:46:24,de_dust2,Win,21,13,7,8,38.0,1.62,1.11,4,114.4,3,1,4,3,19,False,31.6,6,13,-7
2025-10-02 03:33:18,de_overpass,Loss,19,16,10,11,58.0,1.19,0.86,2,112.3,1,5,6,1,22,False,41.0,13,9,4
2025-10-01 22:42:49,de_dust2,Loss,26,19,9,13,50.0,1.37,0.87,3,98.6,4,1,5,4,30,True,55.5,14,16,-2
2025-10-01 20:55:31,de_dust2,Loss,14,16,4,8,57.0,0.88,0.7,2,80.0,0,6,6,0,20,False,31.2,13,7,6
2025-10-01 18:47:11,de_inferno,Loss,16,17,4,7,44.0,0.94,0.76,1,76.9,3,1,4,3,21,False,40.6,13,8,5
2025-10-01 18:05:15,de_nuke,Win,21,11,7,9,43.0,1.91,1.0,3,116.7,2,2,4,2,21,False,36.1,13,8,5
2025-10-01 15:50:58,de_mirage,Loss,7,16,2,3,43.0,0.44,0.37,0,45.7,1,3,4,1,19,False,30.9,13,6,7
2025-09-30 16:02:02,de_overpass,Loss,31,31,10,16,52.0,1.0,0.74,7,90.9,7,5,12,7,42,True,75.6,22,20,2
2025-09-30 15:06:49,de_inferno,Win,20,14,3,9,45.0,1.43,0.91,3,101.2,1,4,5,1,22,False,41.6,9,13,-4
2025-09-30 03:38:40,de_overpass,Win,20,16,11,11,55.0,1.25,0.91,6,117.9,4,1,5,4,22,False,30.5,13,9,4
2025-09-30 03:10:54,de_mirage,Win,15,9,8,9,60.0,1.67,0.88,4,100.4,2,1,3,2,17,False,24.5,4,13,-9
2025-09-30 02:39:03,de_mirage,Win,10,8,5,5,50.0,1.25,0.67,0,76.3,0,1,1,0,15,False,24.1,13,2,11
2025-09-30 02:09:07,de_inferno,Loss,5,14,2,1,20.0,0.36,0.36,0,48.5,1,4,5,1,14,False,24.7,1,13,-12
2025-09-30 00:20:42,de_dust2,Loss,26,16,9,16,62.0,1.62,1.24,3,137.7,10,3,13,10,21,False,36.9,8,13,-5
2025-09-29 23:49:29,de_dust2,Win,14,9,7,10,71.0,1.56,0.88,2,100.3,0,1,1,0,16,False,24.6,3,13,-10
2025-09-29 20:56:03,de_overpass,Loss,17,18,5,12,71.0,0.94,0.77,4,92.0,5,1,6,5,22,False,40.5,9,13,-4
2025-09-29 16:05:13,de_dust2,Loss,7,15,3,1,14.0,0.47,0.44,0,73.8,1,4,5,1,16,False,24.4,13,3,10
2025-09-29 15:16:03,de_dust2,Loss,11,19,6,4,36.0,0.58,0.5,2,68.7,1,7,8,1,22,False,38.5,9,13,-4
2025-09-29 14:36:35,de_inferno,Loss,14,18,3,13,93.0,0.78,0.67,1,87.2,1,3,4,1,21,False,33.1,13,8,5
2025-09-29 01:39:37,de_dust2,Win,32,11,3,17,53.0,2.91,1.78,7,152.4,4,0,4,4,18,False,30.2,13,5,8
2025-09-27 23:46:27,de_inferno,Win,24,27,9,16,67.0,0.89,0.67,4,78.4,4,5,9,4,36,True,72.2,19,17,2
2025-09-27 22:46:54,de_dust2,Loss,23,23,6,13,57.0,1.0,0.77,3,81.8,6,4,10,6,30,True,44.9,14,16,-2
2025-09-27 21:58:26,de_inferno,Win,27,12,4,10,37.0,2.25,1.29,6,125.0,6,1,7,6,21,False,38.9,13,8,5
2025-09-27 21:14:20,de_dust2,Win,13,16,6,4,31.0,0.81,0.57,3,74.4,2,4,6,2,23,False,36.5,10,13,-3
2025-09-27 20:28:42,de_mirage,Win,17,9,5,11,65.0,1.89,1.0,3,110.7,0,2,2,0,17,False,25.7,13,4,9
2025-09-27 18:08:15,de_mirage,Loss,9,28,7,5,56.0,0.32,0.31,0,43.2,4,6,10,4,29,True,46.6,16,13,3
2025-09-27 17:07:03,de_train,Loss,9,15,1,5,56.0,0.6,0.53,1,73.4,3,2,5,3,17,False,27.1,13,4,9
2025-09-26 12:38:03,de_dust2,Loss,18,16,4,12,67.0,1.12,0.82,2,74.3,2,3,5,2,22,False,31.9,13,9,4
2025-09-26 11:56:52,de_dust2,Win,16,14,8,12,75.0,1.14,0.8,2,106.6,2,3,5,2,20,False,31.2,13,7,6
2025-09-26 11:14:19,de_mirage,Loss,23,16,5,18,78.0,1.44,1.0,4,100.8,6,1,7,6,23,False,39.9,13,10,3
2025-09-26 05:27:48,de_inferno,Win,18,20,3,6,33.0,0.9,0.6,2,69.3,4,9,13,4,30,True,55.5,14,16,-2
2025-09-26 04:40:31,de_inferno,Loss,16,17,2,11,69.0,0.94,0.76,0,90.5,1,2,3,1,21,False,43.5,8,13,-5
2025-09-26 03:34:51,de_mirage,Loss,18,24,6,8,44.0,0.75,0.64,1,74.0,3,2,5,3,28,True,49.9,16,12,4
2025-09-26 00:35:20,de_dust2,Loss,24,15,2,17,71.0,1.6,1.14,5,117.6,6,4,10,6,21,False,30.4,13,8,5
2025-09-26 00:03:05,de_dust2,Win,31,14,6,18,58.0,2.21,1.41,5,121.8,2,2,4,2,22,False,28.9,13,9,4
2025-09-25 23:23:22,de_inferno,Win,15,14,7,8,53.0,1.07,0.75,2,87.4,2,3,5,2,20,False,35.2,13,7,6
2025-09-24 03:20:29,de_dust2,Win,24,19,9,13,54.0,1.26,0.8,3,89.1,3,4,7,3,30,True,46.5,14,16,-2
2025-09-23 20:45:57,de_overpass,Loss,10,15,3,6,60.0,0.67,0.5,0,54.4,1,4,5,1,20,False,35.6,7,13,-6
2025-09-23 20:00:31,de_train,Win,15,14,10,7,47.0,1.07,0.62,1,83.8,0,2,2,0,24,False,38.3,13,11,2
2025-09-23 16:06:02,de_dust2,Loss,19,28,5,15,79.0,0.68,0.54,3,71.1,4,1,5,4,35,True,59.1,19,16,3
2025-09-23 15:26:56,de_mirage,Win,18,10,4,8,44.0,1.8,0.9,2,85.8,2,0,2,2,20,False,35.4,13,7,6
